Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A3181,Data Analytcis Course,126.0,5114.0,233.27,30.0,5.0,,1197.0,,HYDERABAD,tablet,data analitics online,0.024638247946812672,1.8513492063492065,45.614000782166606,0.03968253968253968,5.13139280661894
A3182,Data Analytcis Course,96.0,5070.0,210.63,27.0,10.0,0.104,1653.0,2024-11-18,HYDERABAD,tablet,online data analytic,0.01893491124260355,2.1940625,41.544378698224854,0.10416666666666667,7.847884916678536
A3183,Data Analytcis Course,128.0,4445.0,200.52,14.0,4.0,0.031,1861.0,,HYDERABAD,tablet,learn data analytics,0.028796400449943756,1.5665625,45.11136107986502,0.03125,9.280869738679433
A3184,Data Analytcis Course,151.0,3656.0,199.96,26.0,7.0,0.051,1566.0,2024-11-17,HYDERABAD,desktop,online data analytic,0.0413019693654267,1.3242384105960265,54.693654266958426,0.046357615894039736,7.831566313262652
A3185,Data Analytcis Course,95.0,3583.0,223.37,22.0,9.0,0.033,1821.0,,HYDERABAD,desktop,online data analytic,0.026514094334356683,2.3512631578947367,62.34161317331845,0.09473684210526316,8.152392890719433
A3186,Data Analytcis Course,193.0,4790.0,247.69,23.0,5.0,0.026,1687.0,,HYDERABAD,mobile,data analitics online,0.04029227557411273,1.2833678756476683,51.7098121085595,0.025906735751295335,6.810933021115104
A3187,Data Analytcis Course,90.0,3235.0,211.4,29.0,10.0,0.111,1290.0,2024-11-19,HYDERABAD,tablet,analytics for data,0.027820710973724884,2.348888888888889,65.34775888717157,0.1111111111111111,6.102175969725638
A3188,Data Analytcis Course,175.0,3832.0,245.61,27.0,5.0,0.029,1388.0,2024-11-26,HYDERABAD,desktop,data analitics online,0.045668058455114825,1.4034857142857144,64.09446764091858,0.02857142857142857,5.6512356988721955
A3189,Data Analytcis Course,153.0,4261.0,230.25,27.0,7.0,0.046,1027.0,,HYDERABAD,desktop,analytics for data,0.03590706406946726,1.5049019607843137,54.03661112414926,0.0457516339869281,4.460369163952226
A3190,Data Analytcis Course,103.0,4796.0,180.64,26.0,7.0,,1102.0,,HYDERABAD,mobile,data anaytics training,0.021476230191826522,1.7537864077669902,37.66472060050041,0.06796116504854369,6.1005314437555365
A3191,Data Analytcis Course,102.0,5229.0,208.55,30.0,5.0,0.049,1065.0,2024-11-15,HYDERABAD,mobile,analytics for data,0.019506597819850834,2.044607843137255,39.88334289539109,0.049019607843137254,5.106689043394869
A3192,Data Analytcis Course,199.0,3754.0,220.16,26.0,,0.045,1262.0,2024-11-20,HYDERABAD,tablet,data analytics course,0.05301012253596164,1.1063316582914573,58.6467767714438,,5.732194767441861
A3193,Data Analytcis Course,96.0,4851.0,229.12,27.0,6.0,,1271.0,,HYDERABAD,tablet,data anaytics training,0.019789734075448363,2.3866666666666667,47.231498660070095,0.0625,5.547311452513966
A3194,Data Analytcis Course,107.0,4816.0,243.41,20.0,5.0,,,,HYDERABAD,tablet,data analytics course,0.022217607973421927,2.2748598130841122,50.54194352159468,0.04672897196261682,
A3195,Data Analytcis Course,170.0,5404.0,218.24,24.0,5.0,,1818.0,,HYDERABAD,desktop,data analitics online,0.03145817912657291,1.283764705882353,40.38490007401924,0.029411764705882353,8.330278592375366
A3196,Data Analytcis Course,145.0,3068.0,237.7,24.0,7.0,,1494.0,,HYDERABAD,mobile,data analytics course,0.04726205997392438,1.639310344827586,77.47718383311604,0.04827586206896552,6.285233487589399
A3197,Data Analytcis Course,148.0,5877.0,213.84,25.0,8.0,,1371.0,,HYDERABAD,desktop,learn data analytics,0.025182916453973116,1.444864864864865,36.38591117917305,0.05405405405405406,6.4113355780022445
A3198,Data Analytcis Course,141.0,4188.0,228.12,16.0,9.0,,1204.0,,HYDERABAD,desktop,data analitics online,0.0336676217765043,1.617872340425532,54.46991404011462,0.06382978723404255,5.277923899701912
A3199,Data Analytcis Course,89.0,5676.0,183.58,14.0,,,1254.0,,HYDERABAD,mobile,data analitics online,0.015680056377730796,2.0626966292134834,32.34319943622269,,6.8308094563677955
A3200,Data Analytcis Course,140.0,4677.0,223.74,20.0,9.0,0.064,1610.0,2024-11-04,HYDERABAD,mobile,learn data analytics,0.029933718195424418,1.5981428571428573,47.838357921744716,0.06428571428571428,7.1958523285956915
A3201,Data Analytcis Course,135.0,3793.0,190.88,24.0,9.0,0.053,,2024-11-19,HYDERABAD,desktop,data analitics online,0.03559187977853941,1.4139259259259258,50.324281571315574,0.06666666666666667,
A3202,Data Analytcis Course,105.0,3548.0,216.8,30.0,7.0,0.054,1663.0,,HYDERABAD,tablet,learn data analytics,0.02959413754227734,2.064761904761905,61.10484780157836,0.06666666666666667,7.670664206642066
A3203,Data Analytcis Course,119.0,5944.0,225.75,24.0,,,1516.0,,HYDERABAD,tablet,analytics for data,0.020020188425302825,1.8970588235294117,37.979475100942125,,6.715393133997785
A3204,Data Analytcis Course,128.0,4662.0,187.28,23.0,9.0,,1710.0,2024-11-13,HYDERABAD,desktop,data anaytics training,0.027456027456027456,1.463125,40.171600171600176,0.0703125,9.130713370354549
A3205,Data Analytcis Course,120.0,4453.0,240.34,23.0,8.0,0.067,1452.0,2024-11-26,HYDERABAD,tablet,online data analytic,0.026948124859645182,2.0028333333333332,53.97260273972603,0.06666666666666667,6.041441291503703
A3206,Data Analytcis Course,163.0,5052.0,234.73,24.0,6.0,,1848.0,,HYDERABAD,mobile,online data analytic,0.032264449722882026,1.4400613496932515,46.462787015043546,0.03680981595092025,7.8728752183359605
A3207,Data Analytcis Course,94.0,4457.0,246.18,14.0,6.0,0.053,1492.0,,HYDERABAD,tablet,data analitics online,0.021090419564729637,2.618936170212766,55.23446264303343,0.06382978723404255,6.0606060606060606
A3208,Data Analytcis Course,,5528.0,185.93,21.0,5.0,0.045,1719.0,,HYDERABAD,mobile,data anaytics training,,,33.634225759768455,,9.245414941106867
A3209,Data Analytcis Course,146.0,4474.0,190.94,18.0,10.0,,1872.0,,HYDERABAD,tablet,data analitics online,0.03263299061242736,1.3078082191780822,42.67769333929369,0.0684931506849315,9.80412695087462
A3210,Data Analytcis Course,193.0,5129.0,243.78,13.0,10.0,0.052,1583.0,,HYDERABAD,tablet,data analytics course,0.03762916747904075,1.2631088082901554,47.529732891401835,0.05181347150259067,6.493559767003036
A3211,Data Analytcis Course,96.0,5210.0,223.05,10.0,8.0,0.083,1483.0,2024-11-29,HYDERABAD,tablet,online data analytic,0.018426103646833013,2.3234375000000003,42.811900191938584,0.08333333333333333,6.648733467832324
A3212,Data Analytcis Course,150.0,3456.0,242.22,16.0,7.0,0.047,1215.0,,HYDERABAD,desktop,data anaytics training,0.043402777777777776,1.6148,70.08680555555556,0.04666666666666667,5.016101065147387
A3213,Data Analytcis Course,130.0,4109.0,207.1,19.0,6.0,0.046,1521.0,2024-11-16,HYDERABAD,mobile,learn data analytics,0.03163786809442687,1.593076923076923,50.40155755658311,0.046153846153846156,7.344278126508933
A3214,Data Analytcis Course,99.0,3522.0,210.01,28.0,9.0,0.034,1932.0,,HYDERABAD,mobile,analytics for data,0.028109028960817718,2.1213131313131313,59.628052243043726,0.09090909090909091,9.19956192562259
A3215,Data Analytcis Course,143.0,3600.0,238.14,26.0,7.0,0.049,1891.0,2024-11-09,HYDERABAD,tablet,analytics for data,0.03972222222222222,1.6653146853146852,66.15,0.04895104895104895,7.9407071470563535
A3216,Data Analytcis Course,116.0,3026.0,209.03,24.0,9.0,,1819.0,,HYDERABAD,desktop,data analitics online,0.038334434897554524,1.8019827586206896,69.07799074686054,0.07758620689655173,8.702100177008084
A3217,Data Analytcis Course,120.0,,214.76,29.0,5.0,0.042,1926.0,2024-11-30,HYDERABAD,mobile,data anaytics training,,1.7896666666666665,,0.041666666666666664,8.968150493574223
A3218,Data Analytcis Course,115.0,4857.0,195.05,29.0,9.0,0.078,1644.0,2024-11-17,HYDERABAD,desktop,data anaytics training,0.023677166975499278,1.6960869565217391,40.15853407453161,0.0782608695652174,8.428608049218148
A3219,Data Analytcis Course,175.0,5915.0,223.39,23.0,8.0,0.042,1595.0,2024-11-08,HYDERABAD,tablet,learn data analytics,0.029585798816568046,1.2765142857142857,37.76669484361791,0.045714285714285714,7.139979408209857
A3220,Data Analytcis Course,100.0,3948.0,230.56,30.0,6.0,,1234.0,,HYDERABAD,tablet,analytics for data,0.025329280648429583,2.3056,58.399189463019255,0.06,5.352185981956974
A3221,Data Analytcis Course,114.0,5446.0,207.62,11.0,8.0,,1355.0,2024-11-12,HYDERABAD,mobile,data analitics online,0.02093279471171502,1.8212280701754386,38.123393316195376,0.07017543859649122,6.526346209421058
A3222,Data Analytcis Course,109.0,5388.0,205.68,22.0,6.0,0.055,1339.0,,HYDERABAD,desktop,data anaytics training,0.020230141054194507,1.8869724770642202,38.17371937639198,0.05504587155963303,6.510112796577207
A3223,Data Analytcis Course,154.0,5138.0,194.15,17.0,7.0,0.045,1295.0,,HYDERABAD,mobile,data analytics course,0.02997275204359673,1.2607142857142857,37.787076683534444,0.045454545454545456,6.67010043780582
A3224,Data Analytcis Course,199.0,3534.0,238.67,24.0,5.0,0.025,1776.0,,HYDERABAD,mobile,data anaytics training,0.056310130164119974,1.1993467336683417,67.53537068477645,0.02512562814070352,7.44123685423388
A3225,Data Analytcis Course,98.0,4302.0,183.4,16.0,9.0,0.092,1765.0,2024-11-19,HYDERABAD,desktop,data analytics course,0.02278010227801023,1.8714285714285714,42.631334263133425,0.09183673469387756,9.623773173391493
A3226,Data Analytcis Course,196.0,4367.0,238.44,20.0,7.0,,1931.0,,HYDERABAD,desktop,data analitics online,0.04488207007098695,1.216530612244898,54.60041218227616,0.03571428571428571,8.098473410501594
A3227,Data Analytcis Course,81.0,3721.0,222.89,17.0,4.0,0.046,1690.0,2024-11-15,HYDERABAD,desktop,data analytics course,0.021768341843590434,2.751728395061728,59.900564364418166,0.04938271604938271,7.582215442595002
A3228,Data Analytcis Course,150.0,4351.0,203.7,26.0,8.0,,1765.0,,HYDERABAD,desktop,data anaytics training,0.0344748333716387,1.3579999999999999,46.816823718685356,0.05333333333333334,8.664702994599903
A3229,Data Analytcis Course,121.0,3122.0,237.57,29.0,6.0,0.05,1796.0,,HYDERABAD,mobile,learn data analytics,0.038757206918641894,1.963388429752066,76.09545163356822,0.049586776859504134,7.559877088858021
A3230,Data Analytcis Course,124.0,3924.0,188.66,24.0,6.0,0.041,1472.0,2024-11-04,HYDERABAD,tablet,data anaytics training,0.03160040774719674,1.5214516129032258,48.07849133537207,0.04838709677419355,7.802395844376126
A3231,Data Analytcis Course,108.0,4126.0,219.33,22.0,3.0,0.028,1275.0,2024-11-29,HYDERABAD,mobile,data analytics course,0.02617547261269995,2.0308333333333333,53.15802229762482,0.027777777777777776,5.813158254684721
A3232,Data Analytcis Course,192.0,3499.0,237.83,20.0,10.0,0.043,,,HYDERABAD,tablet,analytics for data,0.05487282080594456,1.2386979166666667,67.97084881394684,0.052083333333333336,
A3233,Data Analytcis Course,178.0,3708.0,192.77,20.0,10.0,0.056,1292.0,,HYDERABAD,tablet,data analitics online,0.04800431499460626,1.0829775280898877,51.98759439050701,0.056179775280898875,6.702287700368315
A3234,Data Analytcis Course,191.0,3302.0,207.75,18.0,9.0,0.047,,,HYDERABAD,mobile,learn data analytics,0.05784373107207753,1.087696335078534,62.91641429436705,0.04712041884816754,
A3235,Data Analytcis Course,147.0,3131.0,242.53,10.0,4.0,,1231.0,2024-11-18,HYDERABAD,desktop,data analytics course,0.04694985627595018,1.6498639455782314,77.46087511977004,0.027210884353741496,5.075660743000866
A3236,Data Analytcis Course,88.0,5145.0,242.9,16.0,10.0,0.043,1963.0,2024-11-14,HYDERABAD,tablet,analytics for data,0.017103984450923225,2.7602272727272728,47.2108843537415,0.11363636363636363,8.081515026759984
A3237,Data Analytcis Course,92.0,5241.0,223.48,23.0,9.0,,1050.0,,HYDERABAD,desktop,data analitics online,0.017553901927113147,2.4291304347826084,42.64071742033963,0.09782608695652174,4.6984070162878115
A3238,Data Analytcis Course,148.0,4149.0,223.33,30.0,6.0,0.041,1318.0,2024-11-08,HYDERABAD,tablet,data analytics course,0.03567124608339359,1.5089864864864866,53.82742829597493,0.04054054054054054,5.9015806206062775
A3239,Data Analytcis Course,127.0,3791.0,231.06,11.0,6.0,,1351.0,,HYDERABAD,desktop,online data analytic,0.03350039567396465,1.8193700787401574,60.9496175151675,0.047244094488188976,5.846966155976802
A3240,Data Analytcis Course,156.0,4375.0,249.33,26.0,6.0,0.038,1663.0,,HYDERABAD,tablet,data analytics course,0.03565714285714286,1.5982692307692308,56.98971428571429,0.038461538461538464,6.6698752657121085
A3241,Data Analytcis Course,176.0,3753.0,201.76,11.0,4.0,0.023,1070.0,2024-11-07,HYDERABAD,mobile,data anaytics training,0.04689581667998934,1.1463636363636363,53.75965893951505,0.022727272727272728,5.303330689928628
A3242,Data Analytcis Course,145.0,4275.0,185.05,25.0,7.0,0.036,1574.0,,HYDERABAD,desktop,data anaytics training,0.03391812865497076,1.2762068965517241,43.28654970760234,0.04827586206896552,8.505809240745744
A3243,Data Analytcis Course,136.0,4332.0,234.52,19.0,6.0,0.043,1162.0,2024-11-18,HYDERABAD,desktop,learn data analytics,0.03139427516158818,1.7244117647058825,54.13665743305633,0.04411764705882353,4.95480129626471
A3244,Data Analytcis Course,150.0,4001.0,219.1,25.0,6.0,,1365.0,2024-11-09,HYDERABAD,tablet,online data analytic,0.03749062734316421,1.4606666666666666,54.76130967258185,0.04,6.2300319488817895
A3245,Data Analytcis Course,145.0,4436.0,190.63,13.0,10.0,0.069,1502.0,2024-11-21,HYDERABAD,tablet,data analytics course,0.032687105500450855,1.3146896551724137,42.97339945897205,0.06896551724137931,7.8791375963909145
A3246,Data Analytcis Course,165.0,5661.0,,28.0,6.0,0.036,1848.0,2024-11-02,HYDERABAD,desktop,data analitics online,0.029146793852676205,,,0.03636363636363636,
A3247,Data Analytcis Course,183.0,5746.0,248.15,14.0,5.0,0.053,1012.0,,HYDERABAD,tablet,data analytics course,0.03184824225548207,1.3560109289617486,43.186564566655065,0.0273224043715847,4.078178521055813
A3248,Data Analytcis Course,176.0,3906.0,214.0,29.0,4.0,0.037,1382.0,,HYDERABAD,tablet,online data analytic,0.04505888376856119,1.2159090909090908,54.787506400409626,0.022727272727272728,6.457943925233645
A3249,Data Analytcis Course,164.0,5127.0,194.76,20.0,5.0,,,,HYDERABAD,tablet,analytics for data,0.03198751706651063,1.187560975609756,37.987126974839086,0.03048780487804878,
A3250,Data Analytcis Course,,4093.0,230.81,15.0,6.0,,1713.0,,HYDERABAD,desktop,data analytics course,,,56.39139995113609,,7.421688834972488
A3251,Data Analytcis Course,95.0,4933.0,220.04,15.0,3.0,,1366.0,,HYDERABAD,mobile,data anaytics training,0.01925805797689033,2.3162105263157895,44.60571660247314,0.031578947368421054,6.2079621886929655
A3252,Data Analytcis Course,83.0,5180.0,209.62,30.0,4.0,,1972.0,,HYDERABAD,desktop,analytics for data,0.016023166023166023,2.525542168674699,40.46718146718146,0.04819277108433735,9.407499284419426
A3253,Data Analytcis Course,91.0,4988.0,217.34,10.0,10.0,0.11,1508.0,,HYDERABAD,mobile,learn data analytics,0.018243785084202085,2.3883516483516485,43.57257417802727,0.10989010989010989,6.938437471243213
A3254,Data Analytcis Course,107.0,5510.0,216.1,14.0,8.0,0.075,1857.0,,HYDERABAD,mobile,online data analytic,0.019419237749546278,2.019626168224299,39.21960072595281,0.07476635514018691,8.593243868579362
A3255,Data Analytcis Course,83.0,3187.0,,25.0,10.0,0.034,1571.0,,HYDERABAD,mobile,learn data analytics,0.026043300909946658,,,0.12048192771084337,
A3256,Data Analytcis Course,166.0,3788.0,238.56,18.0,8.0,0.048,1657.0,,HYDERABAD,mobile,learn data analytics,0.04382259767687434,1.4371084337349398,62.97782470960929,0.04819277108433735,6.945841716968477
A3257,Data Analytcis Course,182.0,4575.0,233.74,24.0,10.0,,1844.0,2024-11-13,HYDERABAD,mobile,learn data analytics,0.039781420765027324,1.2842857142857143,51.09071038251366,0.054945054945054944,7.88910755540344
A3258,Data Analytcis Course,188.0,4382.0,249.5,12.0,9.0,0.049,1746.0,,HYDERABAD,desktop,analytics for data,0.042902784116841626,1.327127659574468,56.937471474212686,0.047872340425531915,6.997995991983968
A3259,Data Analytcis Course,107.0,4605.0,230.74,17.0,7.0,,1590.0,,HYDERABAD,tablet,online data analytic,0.023235613463626494,2.156448598130841,50.10640608034745,0.06542056074766354,6.890872843893559
A3260,Data Analytcis Course,169.0,4857.0,194.79,18.0,7.0,0.041,1391.0,,HYDERABAD,mobile,data analitics online,0.03479514103355981,1.152603550295858,40.10500308832612,0.04142011834319527,7.1410236665126545
A3261,Data Analytcis Course,165.0,3150.0,190.3,18.0,3.0,0.018,1129.0,2024-11-18,HYDERABAD,desktop,data anaytics training,0.05238095238095238,1.1533333333333333,60.41269841269842,0.01818181818181818,5.932737782448765
A3262,Data Analytcis Course,137.0,4630.0,201.14,10.0,4.0,0.029,1680.0,,HYDERABAD,tablet,learn data analytics,0.02958963282937365,1.4681751824817517,43.44276457883369,0.029197080291970802,8.352391369195585
A3263,Data Analytcis Course,135.0,3712.0,207.14,14.0,3.0,0.048,1788.0,,HYDERABAD,tablet,data anaytics training,0.03636853448275862,1.5343703703703702,55.80280172413793,0.022222222222222223,8.631843197837211
A3264,Data Analytcis Course,130.0,5739.0,,23.0,8.0,0.062,,,HYDERABAD,mobile,data analitics online,0.022652029970378115,,,0.06153846153846154,
A3265,Data Analytcis Course,193.0,,230.95,26.0,8.0,0.041,1055.0,,HYDERABAD,desktop,data analitics online,,1.1966321243523315,,0.04145077720207254,4.568088330807535
A3266,Data Analytcis Course,122.0,4556.0,243.84,26.0,4.0,0.052,1164.0,,HYDERABAD,mobile,online data analytic,0.026777875329236173,1.998688524590164,53.5206321334504,0.03278688524590164,4.7736220472440944
A3267,Data Analytcis Course,167.0,5824.0,204.18,,,,1452.0,,HYDERABAD,mobile,data analytics course,0.028674450549450548,1.2226347305389222,35.05837912087912,,7.111372318542462
A3268,Data Analytcis Course,145.0,5765.0,240.62,18.0,6.0,0.041,1056.0,,HYDERABAD,desktop,data anaytics training,0.02515177797051171,1.659448275862069,41.73807458803122,0.041379310344827586,4.388662621560967
A3269,Data Analytcis Course,80.0,5653.0,228.06,19.0,8.0,0.1,1795.0,2024-11-13,HYDERABAD,tablet,analytics for data,0.014151777817088271,2.85075,40.343180612064394,0.1,7.870735771288257
A3270,Data Analytcis Course,,4379.0,238.75,24.0,8.0,,,,HYDERABAD,mobile,data anaytics training,,,54.52158026946791,,
A3271,Data Analytcis Course,141.0,5612.0,224.45,19.0,5.0,,1150.0,,HYDERABAD,mobile,online data analytic,0.02512473271560941,1.5918439716312056,39.99465431218817,0.03546099290780142,5.123635553575407
A3272,Data Analytcis Course,180.0,3102.0,198.37,19.0,3.0,,,2024-11-29,HYDERABAD,mobile,online data analytic,0.058027079303675046,1.1020555555555556,63.94906511927789,0.016666666666666666,
